query_label,positive_label,negatives_label
Folding Chairs & Stools,Floor Chairs,"['Cable Tie Guns', 'Boat Ladders', 'Ammunition', 'Marbles', 'Wrinkle Releasers & Anti-Static Sprays', 'Swim Belts', 'Golf Accessory Sets', 'Snow Shovels', 'Oboe & English Horn Accessories']"
Gaming Chairs,Folding Chairs & Stools,"['Piggy Banks & Money Jars', 'Massage Cushions', 'Pencil Sharpeners', 'Stitch Markers & Counters', 'Motor Vehicle Subwoofers', 'Handheld Device Accessories', 'Golf Toys', 'Saxophones', 'Cruising Rods']"
Hanging Chairs,Gaming Chairs,"['Pet Biometric Monitors', 'Blocking Mats', 'Award Plaques', 'Lacrosse Mesh & String', 'Animal Husbandry', 'Binder Accessories', 'Thermoses', 'Audio & Video Splitters & Switches', 'I/O Cards & Adapters']"
Hanging Chairs,Kitchen & Dining Room Chairs,"['Potted Houseplants', 'Horse Fly Masks', 'Toilet Trim', 'Pineapples', 'Small Engines', 'Bird Cage Bird Baths', 'Drawer Slides', 'E-books', 'Electronics Films & Shields']"
Kitchen & Dining Room Chairs,Rocking Chairs,"['Pillboxes', 'Lacrosse Goals', 'Tablet Computers', 'Mattress Pads', 'Cheerleading Pom Poms', 'Industrial Vibrators', 'Mops', 'Baby Carriers', 'Pillow Forms']"
Slipper Chairs,Rocking Chairs,"['Climbing Rope Bags', 'Downhill Skis', 'Motorcycle Neck Braces', 'Masonry Jointers', 'Hygrometers', 'Chains', 'Pressure Cooker & Canner Accessories', 'Tennis Racquet Bags', 'Laboratory Blenders']"
Table & Bar Stools,Slipper Chairs,"['Medical Instruments', 'Generators', 'Hair Styling Tools', 'Photo Storage Boxes', 'American Football Pants', 'Routing Tools', 'Griddles & Grill Pans', 'Ice Cream & Frozen Yogurt', 'Greeting & Note Cards']"
Desks,Office Chairs,"['Laundry Appliance Accessories', 'Surveillance Camera Lenses', 'ATVs & UTVs', 'Photo Storage Boxes', 'Business & Industrial', 'Shelf-stable Cocktail Mixes', 'Foosball Balls', 'Martial Arts Weapons', 'Scanner Circuit Boards']"
Workstations & Cubicles,Desks,"['Hair Care Kits', 'Tiki Torches & Oil Lamps', 'Scopes', 'Pet Heating Pad Accessories', 'Tripod Handles', 'Bird & Wildlife Feeder Accessories', 'Cricket Stumps', 'Markers', 'Filing & Organization']"
Office Furniture Sets,Office Chairs,"['Repeaters & Transceivers', 'Pet Medical Tape & Bandages', 'Key Card Entry Systems', 'Fire Alarms', 'Shochu', 'Mobile Phone Pre-Paid Cards', 'Bicycle Trainers', 'Fireplace Screens', 'Disposable Gloves']"
Office Furniture Sets,Workspace Tables,"['Waste Containment', 'Food Wraps', 'Salon Chairs', 'Business Card Books', 'Cooking Wine', 'Networking', 'Binding Combs & Spines', 'Animal Traps', 'Garden Arches, Trellises, Arbors & Pergolas']"
Workspace Tables,Workstations & Cubicles,"['Descalers & Decalcifiers', 'File Carts', 'Laboratory Funnels', 'Clarinet Cases & Gigbags', 'Pull Chains', 'Orthodontic Appliance Cases', 'Kitchen Knives', 'Motor Vehicle Wheel Parts', 'Nut Butters']"
Office Chair Accessories,Desk Parts & Accessories,"['Glass Cleaners', 'Mobile Phone & Tablet Tripods & Monopods', 'Bicycle Bells & Horns', 'Garlic Presses', 'Marker & Highlighter Ink Refills', 'Luggage Accessories', 'Router Bits', 'Ice Cream Novelties', 'Baby Cereal']"
Desk Parts & Accessories,Workstation & Cubicle Accessories,"['Tool Safety Tethers', 'Lawn Mower Pulleys & Idlers', 'Skin Care Rollers', 'Charging Valets', 'Vehicle Immobilizers', 'Wallet Chains', 'Photographic Chemicals', 'Bicycle Headset Spacers', 'Handbags']"
Workstation & Cubicle Accessories,Office Chair Accessories,"['Tennis Racquets', 'Trade Show Counters', 'Pet Wipes', 'Longan', 'Shoe Brushes', 'Leotards & Unitards', 'Toys & Games', 'Field Hockey & Lacrosse Pads', 'Marble Track Sets']"
Outdoor Furniture Sets,Outdoor Beds,"['Vehicle Tire Repair & Tire Changing Tools', 'Bobblehead Figures', 'Guitar Picks', 'De-icers', 'Ultrasonic Cleaners', 'Rain Barrels', 'Japanese Black Formal Wear', 'Vehicle Diagnostic Scanners', 'Salad Toppings']"
Outdoor Tables,Outdoor Beds,"['Incandescent Light Bulbs', 'Hockey Stick Blades', 'Watercraft Fuel Systems', 'Power', 'Cake Stands', 'Malangas', 'Balance Trainers', 'Softballs', 'Webcams']"
Outdoor Ottomans,Outdoor Furniture Sets,"['Deodorant & Anti-Perspirant', 'Lacrosse Training Aids', 'Event Programs', 'Embossing Heat Tools', 'Bath & Body', 'Ashtrays', 'Tennis Nets', 'Menstrual Cups', 'Multimedia & Design Software']"
Outdoor Seating,Outdoor Ottomans,"['Motor Vehicle Airbag Parts', 'Watercraft Exhaust Parts', 'Art & Crafting Tool Accessories', 'Jewelry Cleaning & Care', 'RAM', 'Ice Scrapers & Snow Brushes', 'Bowling Pins', 'Hardware', 'Skateboard Small Parts']"
Outdoor Storage Boxes,Outdoor Seating,"['Pruning Shears', 'Advertising & Marketing', 'Costume Shoes', 'Bicycle Derailleurs', 'Hand Sanitizers & Wipes', 'Laptop Housings & Trim', 'Petri Dishes', 'Saunas', 'Dog Diapers']"
Outdoor Tables,Outdoor Storage Boxes,"['Motor Vehicle Braking', 'Cauliflower', 'Marking Tools', 'Reading Toys', 'Guitars', 'Slides', 'Horse Tack', 'Plant Stands', 'Emergency Road Flares']"
Sectional Sofa Units,Chair & Sofa Supports,"['Platform & Paddle Tennis', 'Heat Guns', 'Bulletin Board Accessories', 'Duffel Bags', 'Printer Consumables', 'Watercraft Polishes', 'Soccer Balls', 'Digital Note Taking Pens', 'Brussel Sprouts']"
Sectional Sofa Units,Chair & Sofa Supports,"['Woodwind Cork Grease', 'Prophy Paste', 'Absinthe Fountains', 'Jewelry Cleaning Solutions & Polishes', 'Speaker Stand Bags', 'Coffee Maker & Espresso Machine Replacement Parts', 'Cricket Bat Accessories', 'Varnishes & Finishes', 'Bicycle Groupsets']"
Table Legs,Table Tops,"['Measuring Scales', 'Medicine & Drugs', 'Quickdraws', 'Fishing Rod Bags & Cases', 'Inline & Roller Skating', 'Hockey Uniforms', 'Harmonica Holders', 'Toy Craft Kits', 'Wine Fridges']"
Table Legs,Table Tops,"['Pet Biometric Monitors', 'Computer Processors', 'Pet Waste Bag Dispensers & Holders', 'Stitch Markers & Counters', 'Canned Meats', 'Knee-Length Skirts', 'Bicycle Headset Spacers', 'Doilies', 'Brass Instrument Replacement Parts']"
Activity Tables,Accent Tables,"['Windsurfing Board Parts', 'Toasters & Grills', 'Motor Vehicle Interior Fittings', 'Stilts', 'Vitamins & Supplements', 'Household Cleaning Products', 'Yukata', 'Hat Boxes', 'Can Openers']"
Accent Tables,Sewing Machine Tables,"['Holiday Ornament Displays & Stands', 'Antenna Rotators', 'Toilet Paper Holders', 'Outdoor Power Equipment Sets', 'Komon Kimonos', 'Sugar & Sweeteners', 'Sinks', 'Balloons', 'Work Safety Protective Gear']"
Folding Tables,Activity Tables,"['Rangefinder Accessories', 'Gauges', 'Headphone & Headset Accessories', 'Gas Detectors', 'Outdoor Grill Spits & Baskets', 'Undershirts', 'Bird Cage Accessories', 'Bicycle Cleat Covers', 'Restore Disks']"
Kitchen & Dining Room Tables,Folding Tables,"['Paint Sprayers', 'Absinthe', 'Rain Chains', 'Tennis Ball Savers', 'Vehicle Steering Wheel Covers', 'Lubrication Hoses', 'Baseball Uniforms', 'Well Supplies', 'Power Tool & Equipment Manuals']"
Kotatsu,Kitchen & Dining Room Tables,"['Lighter Fluid', 'Pears', 'Hockey Sledges', 'Gun Cleaning Solvents', 'Corn', 'Sport Safety Lights & Reflectors', 'White Noise Machines', 'Electric Griddles & Grills', 'Beverages']"
Nightstands,Kotatsu,"['Easel Pads', 'In-Ground Lights', 'American Football Toys', 'Dog Diaper Pads & Liners', 'Soda Maker Accessories', 'Camera Silencers & Sound Blimps', 'Sauna Kits', 'Water Skiing', 'Axe Accessories']"
Poker & Game Tables,Nightstands,"['FM Transmitters', 'Recorder Accessories', 'Pretend Shopping & Grocery', 'Disposable Cups', 'Fonts', 'Cocktail & Barware Tool Sets', 'Religious Altars', 'Scrubs', 'Free Weight Accessories']"
Sewing Machine Tables,Poker & Game Tables,"['E-Book Reader Parts', 'Lacrosse Goals', 'Toy Drawing Tablets', 'Audio & Video Cables', 'Water Filter Cartridges', 'Long Skirts', 'Foot Files', 'Sinks', 'Picnic Baskets']"
Chemicals,Hardware Glue & Adhesives,"['Blood Glucose Test Strips', 'Bicycles', 'Window Films', 'Tablet Computers', 'Gas Masks & Respirators', 'Personal Lubricants', 'Hearth Pads', 'Beets', 'Power Flossers']"
Chemicals,Wall Patching Compounds & Plaster,"['Records & LPs', 'Billiard Tables', 'Ice Cream Maker Freezer Bowls', 'Tortilla & Flatbread Makers', 'Vegetable Dip', 'Household Appliance Manuals', 'Travel Trailers', 'Lotus Roots', 'Wreaths & Garlands']"
Hardware Tape,Hardware Glue & Adhesives,"['Denture Cleaners', 'Shoe Horns & Dressing Aids', 'Weed Trimmer Spool Covers', 'Pet Leashes', 'Motorcycle Neck Braces', 'Linens & Bedding', 'Hand Percussion Accessories', 'Pot & Planter Liners', 'Dental Floss']"
Lubricants,Hardware Tape,"['Baby & Toddler Furniture', 'Chair & Sofa Supports', 'Medical Identification Tags & Jewelry', 'Row Boats', 'Wireless Presenters', 'Steam Mops', 'Fog Machines', 'Overalls', 'Medical Bedding']"
Lubricants,Masonry Consumables,"['Watering Globes & Spikes', 'Marine Chartplotters & GPS', 'Pet ID Tags', 'Arts & Entertainment', 'Costume Accessory Sets', 'Coffee Tables', 'Shot Puts', 'Art Fixatives', 'Broom & Mop Handles']"
Painting Consumables,Masonry Consumables,"['Outdoor Power Equipment Base Units', 'Protective Aprons', 'Bicycle Protective Pads', 'Snowshoeing', 'Knife Sharpeners', 'Baking Powder', 'Electric Guitar Pickups', 'Toys & Games', 'Beverages']"
Plumbing Primer,Painting Consumables,"['Deodorant', 'Tablecloth Clips & Weights', 'Hand Dryer Accessories', 'Accessibility Furniture & Fixtures', 'Bottle Stoppers & Savers', 'Placemats', 'Whitewater Rafts', 'Camera Body Replacement Panels & Doors', 'Cricket']"
Protective Coatings & Sealants,Plumbing Primer,"['Kitchen Organizers', 'Radios', 'Weather Vanes & Roof Decor', 'Tablet Computer Housings & Trim', 'Pet Leash Extensions', 'Baseball & Softball Pitching Mats', 'Radar Detectors', 'Hand Dryers', 'Bird Feeders']"
Protective Coatings & Sealants,Solder & Flux,"['Bicycle Brake Rotors', 'Yogurt Maker Accessories', 'Trophies', 'Diaper Bags', 'Communications', 'Game Timers', 'Remote Control Toy Accessories', 'Spurs', 'Cricket']"
"Solvents, Strippers & Thinners",Solder & Flux,"['Glass Cleaners', 'Food Storage', 'Lacrosse Training Aids', 'Flasks', 'Rain Chains', 'Hair Dryers', 'Knife Sharpeners', 'Cable Clips', 'Baby Snacks']"
"Solvents, Strippers & Thinners",Wall Patching Compounds & Plaster,"['Foot Odor Removers', 'Motorcycle Tires', 'Supports & Braces', 'Medical Teaching Equipment', 'Storage Hooks & Racks', 'Waffle & Pancake Mixes', 'Elliptical Trainer Accessories', 'Developing Tanks & Reels', 'Biochemicals']"
Door Hardware,Countertops,"['Outdoor Tables', 'Weed Trimmer Accessories', 'File Folders', 'Suncatchers', 'Lemon & Lime Juice', 'Broadheads & Field Points', 'Picnic Blankets', 'Power Supply Enclosures', 'Inflatable Bouncers']"
Countertops,Windows,"['Elliptical Trainers', 'Decorative Bells', 'Pizza Makers & Ovens', 'Modem Accessories', 'Underwear Slips', 'Pool & Spa Accessories', 'Special Effects Light Stands', 'Fingertip Grips', 'Frozen Desserts & Novelties']"
Door Hardware,Doors,"['Soccer Gloves', 'Calculators', 'Longan', 'Highlighter Refills', 'Vehicle Battery Chargers', 'Office Furniture', 'Scanner Circuit Boards', 'Power Tool & Equipment Manuals', 'Jewelry Sets']"
Doors,Drywall,"['Transcribers & Dictation Systems', 'Lighting Timers', 'Motorcycle Alarms & Locks', 'Stilts', 'Mice & Trackballs', 'Auto Racing Autographed Paraphernalia', 'Photographic Paper', 'Water Polo', 'Tent Poles & Stakes']"
Drywall,Flooring & Carpet,"['Cigars', 'Furnaces & Boilers', 'Costume & Stage Makeup', 'Projection Screens', 'Gongs', 'Razors & Razor Blades', 'Diaper Pail Accessories', 'Suits', 'Horse Leads']"
Flooring & Carpet,Glass,"['Body Powder', 'Mobile Phone Accessories', 'Money Deposit Bags', 'American Football Pants', 'Climbing', 'Watering Can Accesssories', 'Picnic Blankets', 'Sustain Pedals', 'Office Furniture Sets']"
Handrails & Railing Systems,Glass,"['Label Clips', 'Microscope Accessories', 'Cricket Gloves', 'Peas', 'Shelf-stable Cocktail Mixes', 'Computer Risers & Stands', 'Skateboard Trucks', 'Light Bulbs', 'Paintball & Airsoft Goggles & Masks']"
Hatches,Handrails & Railing Systems,"['Accent Tables', 'Broccoli', 'Headphones', 'Laptop Replacement Cables', 'Batter & Coating Mixes', 'Networking', 'Mobile Phone Pre-Paid Cards', 'Scanner Accessories', 'Camera Lens Accessories']"
Insulation,Hatches,"['Telephone Accessories', 'Bathroom Accessory Sets', 'Salad Spinners', 'Capacitors', 'Drum Kit Mounting Hardware', 'Skin Care Masks & Peels', 'Computer Monitor Accessories', 'Label Tapes & Refill Rolls', 'Correction Fluids, Pens & Tapes']"
Insulation,Lumber & Sheet Stock,"['Stilts', 'Fishing Spears', 'Swim Belts', 'Pitch Counters', 'Prayer Beads', 'Tube Feeding Supplements', 'Dental Water Jet Replacement Tips', 'Live Bait', 'Toy Cars']"
Molding,Lumber & Sheet Stock,"['Cash Register & POS Terminal Accessories', 'Plant & Herb Growing Kits', 'Briefcases', 'Worcestershire Sauce', 'Benches', 'Pants', 'Craft Measuring & Marking Tools', 'ATV & UTV Bar Pads', 'Billiard Cue Cases']"
Rebar & Remesh,Molding,"['Bicycle Water Sport Board Racks', 'Floating & Submersible Lights', 'Watercraft Fuel Systems', 'Security Monitors & Recorders', 'Freezer Accessories', 'Boxing Ring Parts', 'Wakeboarding', 'Dried Fruits', 'Home Theater Systems']"
Roofing,Rebar & Remesh,"['Flute Pegs & Stands', 'Bandanas & Headties', 'Masks', 'Trampolines', 'Garden Hose Fittings & Valves', 'Nail Files & Emery Boards', 'Hedge Trimmers', 'Outdoor Power Equipment Accessories', 'Slipcovers']"
Shutters,Roofing,"['Bicycle Handlebars', 'Hang Gliders', 'Bicycle Mirrors', 'Traditional Clothing Accessories', 'Tea Makers', 'Cardio', 'Aquatic Plants', 'Pen Ink & Refills', 'Handheld & PDA Software']"
Siding,Shutters,"['Vacuum Coffee Makers', 'Play Vehicles', 'Snowshoeing', 'Baby & Toddler Clothing Accessories', 'Motor Vehicle Mirrors', 'Baby Protective Wear', 'Animal Traps', 'Piercing Needles', 'Hard Drives']"
Sound Dampening Panels & Foam,Siding,"['Pizza Stones', 'Watercraft Carburetors & Parts', 'Lint Rollers', 'Duvet Covers', 'Cheese Dips & Spreads', 'Watering & Irrigation', 'Hair Clippers & Trimmers', 'Speakers', 'Nail Polishes']"
Staircases,Sound Dampening Panels & Foam,"['Ski & Snowboard Storage Racks', 'Mulch', 'Waste Container Lids', 'Cellos', 'Fishing Reel Replacement Spools', 'Pregnancy Tests', 'Vehicle Soft Tops', 'Body Paint & Foundation', 'Swing Sets & Playsets']"
Staircases,Wall & Ceiling Tile,"['Bottle Openers', 'Optics Bags & Cases', 'Ski Binding Parts', 'Massage Stone Warmers', 'Clarinet Care & Cleaning', 'Breadsticks', 'Soccer Shin Guards', 'Pizza Pans', 'Apple Butter']"
Wall Paneling,Wall & Ceiling Tile,"['Serving Pitchers & Carafes', 'Field Hockey Sticks', 'Nasal Aspirators', 'Skateboarding', 'Video Game Arcade Cabinets', 'Arrow Parts & Accessories', 'Sunglasses', 'Goat & Sheep Feed', 'Orchestral String Instrument Pickups']"
Weather Stripping & Weatherization Supplies,Wall Paneling,"['Shower Curtains', 'Musical Instrument Amplifier Knobs', 'Cellos', 'Longan', 'Breast Pumps', 'Decorative Stickers', 'Baby & Toddler Gloves & Mittens', 'Bicycle Cleat Covers', 'Eggnog']"
Weather Stripping & Weatherization Supplies,Window Hardware,"['Ice Cream Scoops', 'Lash & Brow Growth Treatments', 'Figurines', 'Water Heater Vents', 'Beer Glasses', 'Medicated Lip Treatments', 'Light Meter Accessories', 'Tagines & Clay Cooking Pots', 'Medical Tape & Bandages']"
Window Hardware,Windows,"['Weight Lifting Belts', 'HIV Tests', 'Motor Vehicle Engines', 'Horse Tack Boxes', 'Trophies & Awards', 'Coffee Filters', 'Humidifier Accessories', 'Hand Spindles', 'Outdoor Umbrella & Sunshade Accessories']"
Fence Panels,Fence & Gate Accessories,"['Erotic DVDs & Videos', 'Accessibility Equipment', 'Boat Trailers', 'Keyboards', 'Skis', 'Roulette Wheels & Sets', 'Jigsaw Puzzles', 'Electric Skillet & Wok Accessories', 'UPS Accessories']"
Fence & Gate Accessories,Safety & Crowd Control Barriers,"['Boxing Gloves & Mitts', 'Worcestershire Sauce', 'Spring Water', 'Mosquito Nets & Insect Screens', 'Painting Canvas', 'Clarinet Pegs & Stands', 'Water Ski Cases & Bags', 'Sleeping Bag Liners', 'Special Effects Lighting']"
Fence Panels,Fence Pickets,"['Skateboarding Pads', 'Electric Kettle Accessories', 'Glockenspiels & Xylophones', 'Glue Guns', 'Baseball Uniforms', 'Hair Clipper & Trimmer Accessories', 'Tureen Stands', 'Laptop Batteries', 'Fishing Rods']"
Fence Posts & Rails,Fence Pickets,"['Pruning Shears', 'Award Certificates', 'Baking Flavors & Extracts', 'Books', 'Wine Making', 'Yeast', 'Toy Craft Kits', 'Vinegar', 'Bird Ladders & Perches']"
Fence Posts & Rails,Garden Borders & Edging,"['Accessibility Equipment', 'Garden Hose Spray Nozzles', 'Pretend Electronics', 'Ice Crushers & Shavers', 'Outdoor Power Equipment Sets', 'Bassoon Swabs', 'Skin Care Extractors', 'Underwater Camera Housing Accessories', 'Filling Pellets']"
Gates,Garden Borders & Edging,"['Asparagus', 'Puppets & Marionettes', 'Thread & Yarn Guides', 'Microcontrollers', 'Bread Crumbs', 'Wrestling Headgear', 'Tennis Ball Machines', 'Lawn Striping Kits', 'Portable Cooking Stoves']"
Gates,Lattice,"['Pallets & Loading Platforms', 'Craft Molds', 'Juice', 'Tennis', 'Forks', 'Exercise Machine Circuit Boards', 'Swimming Nose Clips', 'Makeup Tools', 'Climate Control Appliances']"
Lattice,Safety & Crowd Control Barriers,"['Shoe Horns & Dressing Aids', 'Stainless Steel Cleaners & Polishes', 'Fruit Toppings', 'Juice', 'Hammocks', 'Massagers', 'Skateboard Trucks', 'Boating Gloves', 'Bicycle Brake Calipers']"
Home Heating Oil,Kerosene,"['Beer Pong', 'Pet Training Aids', 'Scopes', 'Antiseptics & Cleaning Supplies', 'Air Purifier Filters', 'Climate Control Appliances', 'Flute Accessories', 'Ice Bins', 'Body Makeup']"
Home Heating Oil,Propane,"['Baby Gift Sets', 'Bicycle Covers', 'Jewelry & Beading Cord', 'Animal Husbandry', 'Meat, Seafood & Eggs', 'Climbing', 'Bed Pans', 'Video Cameras', 'Folding Chairs & Stools']"
Kerosene,Propane,"['Toy Train Accessories', 'PDA Cases', 'Clothing', 'Reptile & Amphibian Substrates', 'Studio Backgrounds', 'Vehicle Service Manuals', 'Limes', 'Baseball & Softball Autographed Paraphernalia', 'Play Mats & Gyms']"
Brackets & Reinforcement Braces,Cabinet Hardware,"['Beds & Bed Frames', 'Trophies', 'Luggage Racks & Stands', 'Dog Toys', 'Elliptical Trainer Accessories', 'Pet Medical Collars', 'High Chair & Booster Seat Accessories', 'Air Purifiers', 'Receipt & Adding Machine Paper Rolls']"
Brackets & Reinforcement Braces,Wall Jacks & Braces,"['Diaper Rash Treatments', 'Sewing Machines', 'Entertainment Centers & TV Stands', 'Electric Knife Accessories', 'Hand Dryer Accessories', 'Bulb Planting Tools', 'Popcorn Maker Accessories', 'Makeup Tools', 'Beading Patterns']"
Cabinet Hardware,Casters,"['Window Magnets', 'Saddle Bags & Panniers', 'Pulse Oximeters', 'Bicycle Foot Pegs', 'Dart Tips', 'Mace & Pepper Spray', 'Multitrack Recorders', 'Luggage & Bags', 'Vehicle Decor']"
"Chain, Wire & Rope",Casters,"['Olives & Capers', 'Sesame Sticks', 'Backpacks', 'Photo Albums', 'Garters', 'Diving & Snorkeling', 'Vehicle Service Manuals', 'Golf Accessory Sets', 'Climbing Helmets']"
Coils,"Chain, Wire & Rope","['Food Service Carts', 'Road & Traffic Signs', 'Coffee Maker Water Filters', 'Ski & Snowboard Tuning Tools', 'Thimbles & Sewing Palms', 'Outdoor Storage Boxes', 'Luggage Tags', 'Double Eyelid Glue & Tape', 'Anklets']"
Concrete Molds,Coils,"['Hair Curler Clips & Pins', 'Horseradish Root', 'Kiwis', 'Pressure Washers', 'Flood & Spot Lights', 'Medical Thermometers', 'Drinkware Holders', 'Special Effects Lighting', 'Computer Monitor Accessories']"
Dowel Pins & Rods,Concrete Molds,"['Melodicas', 'Sailboat Parts', 'Hand Looms', 'Kiteboard Cases', 'Water Sport Tow Cables', 'False Eyelash Adhesive', 'Aquarium Fish Nets', 'Breadfruit', 'Softball Bats']"
Drawer Slides,Dowel Pins & Rods,"['Desktop Computers', 'Pizza Stones', 'Network Cables', 'Traditional & Ceremonial Clothing', 'Bodyboards', 'Stitch Markers & Counters', 'Accessibility Furniture & Fixtures', 'Acupuncture', 'Drum Sticks & Brushes']"
Drawer Slides,Drop Cloths,"['Spectrometers', 'Smart Glasses', 'Saddles', 'Ventilation Fans', 'Inflatable Party Decorations', 'Lap Desks', 'Baby & Toddler Outfits', 'Sound Editing Software', 'Melon Ballers']"
Drop Cloths,Filters & Screens,"['Ear Dryers', 'Piggy Banks & Money Jars', 'Foot Odor Removers', 'Ball Pump Needles', 'Outdoor Benches', 'Saxophone Cases & Gigbags', 'Trampoline Accessories', 'Chicken Feed', 'Household Storage Containers']"
Flagging & Caution Tape,Filters & Screens,"['Scrub Caps', 'Hardhats', 'Granola Bars', 'Ceramic & Pottery Glazes', 'Personal Watercraft', 'Aftershave', 'Media Storage Cabinets & Racks', 'Menstrual Cups', 'Vehicle Ski & Snowboard Racks']"
Flagging & Caution Tape,Gas Hoses,"['Sprinklers & Sprinkler Heads', 'Landscape Fabric', 'Graphic Design & Illustration Software', 'Vehicle Bicycle Rack Accessories', 'Clay Pigeon Shooting', 'Beakers', 'USB & FireWire Hubs', 'Motorcycle Jackets', 'Vehicle Dashboard Accessories']"
Ground Spikes,Gas Hoses,"['Shochu & Soju', 'Kitchen Shears', 'Party Streamers & Curtains', 'Washing Machine Cleaners', 'Rounders', 'Drum Kits', 'Pot & Planter Liners', 'Garbage Disposal Accessories', 'Speed & Resistance Parachutes']"
Hardware Fasteners,Ground Spikes,"['Party Supplies', 'Basketball Rims', 'Dinnerware Sets', 'Canteens', 'Ocarinas', 'Tricycle Accessories', 'Golf', 'Cheerleading', 'Vacuum Sealers']"
Hinges,Hardware Fasteners,"['Skin Cleansing Brush Heads', 'Outdoor Power Equipment Base Units', 'Input Devices', 'Barcode Scanner Stands', 'Yarn', 'Pregnancy Tests', 'Pet Bed Accessories', 'Diaper Wet Bags', 'Baby Monitors']"
Hinges,"Hooks, Buckles & Fasteners","['Belt Buckles', 'Parchment Paper', 'Painting Canvas', 'Toddler Nutrition Drinks & Shakes', 'Referee Stands & Chairs', 'Seafood', 'Baby Snacks', 'Powdered Hand Soap', 'Dental Floss']"
"Hooks, Buckles & Fasteners",Lubrication Hoses,"['Food Storage', 'Wristbands', 'Photo Storage', 'Garment Bags', 'Underwear Slips', 'Gun Slings', 'Lemon & Lime Juice', 'Prepared Foods', 'Loose Tobacco']"
Lubrication Hoses,Metal Casting Molds,"['Pet Hair Dryers', 'Pole Dancing Kits', 'Electric Massagers', 'Surgical Gowns', 'Beverage Dispensers', 'Jock Straps', 'Lawn Rollers', 'Motor Vehicle Cassette Adapters', 'Skateboard Parts']"
Metal Casting Molds,Moving & Soundproofing Blankets & Covers,"['Platform & Paddle Tennis', 'Pet Biometric Monitors', 'Gaiters', 'Projector Accessories', 'Grass Edgers', 'Bicycle Chains', 'Hydration System Accessories', 'Hearth Pads', 'Ping Pong Robots']"
Moving & Soundproofing Blankets & Covers,Pneumatic Hoses,"['Craft Machine Cases & Covers', 'Horse Fly Masks', 'Rug Pads', 'Gun Slings', 'Long Johns', 'Office Mats', 'Wireless Routers', 'Thin & Zero Clients', 'Altitude Training Masks']"
Post Base Plates,Pneumatic Hoses,"['Marine Radios', 'Robotic Mowers', 'Security Lights', 'Watch Stickers & Decals', 'Chair Accessories', 'Vehicle Door Lock Actuators', 'Honey', 'Lawn Mower Accessories', 'Sports Toy Accessories']"
Springs,Post Base Plates,"['Bathroom Furniture Sets', 'Camping Tools', 'Cooking Thermometer Accessories', 'Aquarium Cleaning Supplies', 'Medical Furniture', 'Pool Cover Accessories', 'Special Effects', 'Artificial Food', 'CD/DVD Cases & Organizers']"
Springs,Tarps,"['Hair Removal Wax Warmers', 'Watercraft Storage Racks', 'Wireless Transmitters', 'Tennis Autographed Sports Paraphernalia', 'Sugar Bowls & Creamers', 'Wart Removers', 'Eyewear Replacement Parts', 'Heat Detectors', 'Microscopes']"
Tarps,Tool Storage & Organization,"['Grapefruits', 'Exercise Bikes', 'Mail Carts', 'Toy Cookware', 'Duvet Covers', 'Gun Cleaning', 'Donuts', 'Bagpipes', 'Archery Armguards']"
Tool Storage & Organization,Wall Jacks & Braces,"['Absinthe', 'String Instrument Care & Cleaning', 'Pet Hair Dryers', 'Blood Glucose Meters', 'Metal Detectors', 'Marine Radar', 'Outdoor Grill Spits & Baskets', 'Broom Heads', 'Watercraft']"
"Pool, Fountain & Pond Pumps",Home Appliance Pumps,"['Flameless Candles', 'Furnaces & Boilers', 'Accessibility Furniture & Fixtures', 'Motion Sensors', 'Surfing Tail Pads', 'Electric Razors', 'Clay Pigeon Shooting', 'Musical Instrument & Orchestra Accessories', 'Ceiling Light Fixtures']"
Well Pumps & Systems,Home Appliance Pumps,"['Baby Wipe Dispensers & Warmers', 'Antenna Rotators', 'Sidewalk & Yard Signs', 'Landscape Fabric', 'Sushi Mats', 'Golf Ball Markers', 'Tie Clips', 'Stylus Pens', 'Biochemicals']"
"Sprinkler, Booster & Irrigation System Pumps","Pool, Fountain & Pond Pumps","['Riding Crops & Whips', 'Vehicle License Plate Mounts & Holders', 'Nail Clippers', 'Oxygen Absorbers', 'Kitesurfing & Windsurfing Harnesses', 'Medical Syringes', 'Bicycle Shifters', 'Canned Seafood', 'Log Racks & Carriers']"
"Sprinkler, Booster & Irrigation System Pumps","Sump, Sewage & Effluent Pumps","['Lacrosse Mesh & String', 'Rice', 'Vehicle Pet Barriers', 'Outdoor Chairs', 'Cheerleading Pom Poms', 'Cotton Candy Machine Accessories', 'Wigs', 'Racquet Vibration Dampeners', 'Trail Cameras']"
"Sump, Sewage & Effluent Pumps",Utility Pumps,"['Knife Blocks & Holders', 'Dress Forms', 'Fish Finders', 'Sound Synthesizers', 'Transistors', 'Sound Editing Software', 'Smoke & Carbon Monoxide Detectors', 'Office Supply Manuals', 'Label Tapes & Refill Rolls']"
Well Pumps & Systems,Utility Pumps,"['Racquet Vibration Dampeners', 'Baking Mixes', 'Wedding Favors', 'American Football Chin Straps', 'Keyboard & Mouse Wrist Rests', 'Drawing & Painting Paper', 'Scan Converters', 'Kitchen & Dining', 'Travel Converters & Adapters']"
