query_label	positive_label	negatives_label
Pet First Aid & Emergency Kits	Pet Doors	['Motherboards', 'Computer Accessory Sets', 'Components', 'Shaper Cutters', 'Toy Boats', 'Weight Lifting Gloves & Hand Supports', 'Motorcycle Gloves', 'Baby & Toddler Clothing', 'Pig Feed', 'Vehicle Boat Racks']
Pet First Aid & Emergency Kits	Pet Eye Drops & Lubricants	['Decorative Stamps', 'Sippy Cups', 'Soda Maker Accessories', 'Gas Mask & Respirator Accessories', 'Bowling Ball Bags', 'Flip Coins & Discs', 'High Jump Crossbars', 'Wall Mount Fans', 'Keyboard Keys & Caps', 'Medical Tape & Bandages']
Pet Flea & Tick Control	Pet Eye Drops & Lubricants	['Buckets', 'Craft Foil', 'Stair Treads', 'Mice & Trackballs', 'Video Conferencing', 'Laundry Appliances', 'Water Ski Bindings', 'Musical Cowbells', 'Tool Blades', 'Bass Drum Beaters']
Pet Flea & Tick Control	Pet First Aid & Emergency Kits	['Food Dehydrators', 'Kayak Accessories', 'Kitchen Linens Sets', 'Drink Sleeves', 'Food Service', 'Embossing Heat Tools', 'Iromuji Kimonos', 'Slides', 'Gun Holsters', 'Drum Kit Mounting Hardware']
Pet First Aid & Emergency Kits	Pet Food Containers	['Printed Circuit Boards', 'Laptops', 'Shower Columns', 'Masks', 'Security Monitors & Recorders', 'Quivers', 'Posters, Prints, & Visual Artwork', 'Washing Machines', 'Snorkels', 'Speed & Resistance Parachutes']
Pet Food Containers	Pet Flea & Tick Control	['Musical Instrument Amplifier Tubes', 'Ice Cream Scoops', 'Travel Bottles & Containers', 'Parsnips', 'Clothing Accessories', 'Boxing & Martial Arts Body Protectors', 'Lychees', 'Swimming Fins', 'Flash Diffusers', 'Soju']
Pet Food Scoops	Pet Flea & Tick Control	['Cabbage', 'Sewing Machine Needles', 'Drain Openers', 'Sheet Music Clips', 'Shorts', 'Toothpaste', 'Toy Race Car & Track Sets', 'Karaoke System Accessories', 'Portable Fuel Cans', 'Work Safety Harnesses']
Pet Food Scoops	Pet Food Containers	['Cake Pans & Molds', 'Baby Stroller Accessories', 'Data Collectors', 'Outdoor Beds', 'Refrigerators', 'Beet Greens', 'Skillets & Frying Pans', 'Cricket Helmets', 'Glass', 'Medical Tape & Bandages']
Pet Food Containers	Pet Grooming Supplies	['Mouthwash', 'Laundry Combo Units', 'Air Mattress & Sleeping Pad Accessories', 'Slipper Chairs', 'Pen & Pencil Sets', 'Cake Stands', 'Radar Jammers', 'Office Furniture Accessories', 'Enlarging Equipment', 'Ceiling Light Fixtures']
Pet Food Scoops	Pet Grooming Supplies	['Cuticle Cream & Oil', 'Medicine & Drugs', 'Reciprocating Saws', 'Floor & Steam Cleaners', 'Bicycle Shock Pumps', 'Crampons', 'Radishes', 'Toy Playsets', 'Golf Toys', 'Crib & Toddler Bed Accessories']
Pet Food Scoops	Pet Heating Pad Accessories	['Doll & Action Figure Accessories', 'Food Storage', 'Catchers Equipment Sets', 'Avalanche Safety Airbags', 'Dough', 'Woodwind Reed Cases', 'American Football Face Masks', 'Poncho Liners', 'Fencing Masks', 'Calculator Accessories']
Pet Heating Pad Accessories	Pet Grooming Supplies	['Plumbing Traps', 'Axe Heads', 'Tool Boxes', 'Stamp Blocks', 'Trail & Snack Mixes', 'Makeup Tools', 'Tanning Oil & Lotion', 'Cookie & Brownie Dough', 'Air Conditioners', 'Camera Stabilizers & Supports']
Pet Grooming Supplies	Pet Heating Pads	['Cooktop, Oven & Range Accessories', 'Inline & Roller Skating', 'Checks', 'Beets', 'Hard Drive Duplicators', 'Musical Instrument Amplifiers', 'Brass Knuckles', 'Body Paint & Foundation', 'Earmuffs', 'Fuel Containers & Tanks']
Pet Heating Pads	Pet Heating Pad Accessories	['Climbing Rope Bags', 'Futon Pads', 'Shipping Supplies', 'Meat, Seafood & Eggs', 'Pet Odor & Stain Removers', 'Building Materials', 'Cricket Equipment Sets', 'Wireless Access Points', 'Military Uniforms', 'Dentures']
Pet ID Tags	Pet Heating Pad Accessories	['Shoe Care Kits', 'Martial Arts Uniforms', 'Juicer Accessories', 'Pastry Blenders', 'Gardening Tool Accessories', 'Ski Binding Parts', 'Climbing Helmets', 'Fingertip Grips', 'Badge & Pass Holders', 'Book Stands & Rests']
Pet ID Tags	Pet Heating Pads	['Ladles', 'Desktop Computers', 'Baby & Toddler Car Seat Accessories', 'Computer Icons', 'Golf Gloves', 'Thermal Optic Accessories', 'Hand Percussion', 'Rakes', 'Smoking Accessories', 'Cabinet Knobs & Handles']
Pet Heating Pads	Pet Leash Extensions	['Gear Ties', 'Toothpick Holders & Dispensers', 'Laboratory Flasks', 'Racquetball Racquets', 'Replacement Drink Lids', 'Ear Candles', 'Costume & Stage Makeup', 'Drawing & Painting Kits', 'Pneumatic Hoses', 'False Nails']
Pet ID Tags	Pet Leash Extensions	['Paintball Guns', 'Computer Accessory Sets', 'Material Handling', 'Motor Vehicle Tire Accessories', 'Water Distillers', 'Vegetable Dip', 'Motor Vehicle Engine Oil Circulation', 'Kickboards', 'Benches', 'Cricket']
Pet Leashes	Pet ID Tags	['Beads', 'Stair Lifts', 'Home Appliance Pumps', 'Bridges & Routers', 'Flute Small Parts', 'Exercise & Fitness', 'Prophy Heads', 'Financial, Tax & Accounting Software', 'Beer', 'Bicycle Tire Valve Adapters']
Pet Leash Extensions	Pet Leashes	['Spectrometers', 'Badminton Nets', 'Headphone & Headset Accessories', 'Weapon Scope & Sight Accessories', 'Yoga & Pilates', 'Hair Accessories', 'Navigational Compasses', 'Baby & Toddler Clothing', 'Sandwich Makers', 'Fireplace Screens']
Pet Medical Collars	Pet Leash Extensions	['Tactile Transducers', 'Salad Mixes', 'Art & Drafting Tables', 'Electric Signs', 'Hockey Stick Shafts', 'Floppy Drives', 'Prepared Foods', 'Ecospheres', 'Motorcycle Jackets', 'Pickleball']
Pet Leashes	Pet Medical Collars	['Costume Gloves', 'Pool Cleaners & Chemicals', 'Baby Bouncers & Rockers', 'Video Camera Batteries', 'Yu Choy', 'Baby Carriers', 'Camping Cookware & Dinnerware', 'Decorative Pom-Poms', 'Table Saws', 'Bicycle Brake Calipers']
Pet Leashes	Pet Medical Tape & Bandages	['Denture Adhesives', 'Bathroom Sinks', 'Tumblers', 'Award Plaques', 'Masks', 'Printer Drums & Drum Kits', 'Kiteboard Parts', 'Staplers', 'Shoe Polishes & Waxes', 'Rhinestones & Flatbacks']
Pet Medical Tape & Bandages	Pet Medical Collars	['PDA Cases', 'Motor Vehicle Carpet & Upholstery', 'Home Automation Kits', 'Outdoor Sectional Sofa Units', 'Floss Sugar', 'Retouching Equipment & Supplies', 'Vehicle Dashboard Accessories', 'Heat Rubs', 'Fireplace Tools', 'Clarinet Bells']
Pet Medicine	Pet Medical Collars	['Gutter Accessories', 'Cuticle Cream & Oil', 'Motherboards', 'Axe Handles', 'Pull Buoys', 'Water Chestnuts', 'Swimming Fins', 'Seasonal Village Sets & Accessories', 'Drop Cloths', 'Signal Jammers']
Pet Medical Tape & Bandages	Pet Medicine	['Indoor Climbing Holds', 'Bushes & Shrubs', 'Cauliflower', 'Cherries', 'Paint Tool Accessories', 'Anti-Perspirant', 'Bicycle Handlebar Extensions', 'Paint Shakers', 'Art & Crafting Materials', 'Climbing Ascenders & Descenders']
Pet Muzzles	Pet Medical Tape & Bandages	['Inspection Mirrors', 'Blushes & Bronzers', 'Sofa Tables', 'Hunting & Shooting Protective Gear', 'Tiller & Cultivator Attachments', 'Medical Tests', 'Spoon Rests', 'Clarinet Reeds', 'Distance Meters', 'Bedroom Vanities']
Pet Muzzles	Pet Medicine	['Water Bottles', 'Pool Liners', 'Shipping Containers', 'Ball Pumps', 'Electric Knife Accessories', 'Underwear Slips', 'Pickup Tools', 'Sound Synthesizers', 'Flutes', 'Ironing Board Replacement Parts']
Pet Oral Care Supplies	Pet Medicine	['Contact Lens Care', 'Tricycles', 'Skis', 'Mosquito Nets & Insect Screens', 'Bridal Party Dresses', 'Cupcakes', 'Tanning Beds', 'Circuit Decoders & Encoders', 'Video Game Arcade Cabinet Accessories', 'Plumbing Flanges']
Pet Oral Care Supplies	Pet Muzzles	['Wrenches', 'Animal & Pet Repellents', 'Drinkware Holders', 'Lawn Mower Pulleys & Idlers', 'Toy Drawing Tablets', 'Music Stand Accessories', 'Cable TV Receivers', 'American Football Helmet Visors', 'Parachutes', 'Musical Instrument Amplifier Cabinets']
Pet Playpens	Pet Muzzles	['Pencil Boards', 'Bridles', 'Freeze-Drying Machines', 'Pool Floats & Loungers', 'Headphone Amplifiers', 'Luggage Tags', 'Prepared Appetizers & Side Dishes', 'High Chair & Booster Seat Accessories', 'Boating Gloves', 'Hair Forks & Sticks']
Pet Oral Care Supplies	Pet Playpens	['Time & Attendance Clocks', 'Scalpel Blades', 'VCRs', 'Mouse Pads', 'Utility & Cargo Trailers', 'Tomesode & Houmongi Kimonos', 'Fishing Hook Removal Tools', 'Clarinet Pad Savers', 'Power Tool & Equipment Manuals', 'Compressed Skin Care Mask Sheets']
Pet Steps & Ramps	Pet Oral Care Supplies	['Bite Alarms', 'Shower Curtain Rings', 'Hair Care Wraps', 'Tureens', 'Sight Levels', 'Cooking Starch', 'Drinkware Sets', 'Marine Electronics', 'Power Inverters', 'Military Uniforms']
Pet Playpens	Pet Steps & Ramps	['Furniture Cleaners & Polish', 'Yams', 'Foot Care', 'Bulletin Board Trim Sets', 'Photo Negative & Slide Storage', 'Hedge Trimmers', 'Placemats', 'Roasting Pan Racks', 'Windshield Repair Kits', 'Projection Screen Stands']
Pet Strollers	Pet Playpens	['Trade Show Counters', 'Polishers & Buffers', 'Suitcases', 'Lychees', 'Tools', 'Wallpaper Steamers', 'Batter & Coating Mixes', 'Fence Panels', 'Drum Kit Hardware', 'Hunting Dog Equipment']
Pet Steps & Ramps	Pet Strollers	['Portable Toilets & Urination Devices', 'Decorative Plaques', 'Satay Sauce', 'Brass Instrument Lubricants', 'American Football Helmet Accessories', 'Windsurfing Board Masts', 'Bicycle Hubs', 'Face Primer', 'Mashers', 'Cricket']
Pet Steps & Ramps	Pet Sunscreen	['Fennel Bulbs', 'Storage & Entryway Benches', 'Duvet Covers', 'Sports Uniforms', 'Electronics Manuals', 'Windsurfing Board Masts', 'Windsurfing Sails', 'Baby Walkers & Entertainers', 'Shoes', 'Fishing Rod Accessories']
Pet Sunscreen	Pet Strollers	['Borescopes', 'Toilet Paper Holders', 'Snowboard Bindings', 'Electric & Stovetop Espresso Pots', 'Faucet Accessories', 'Vehicle Storage Covers', 'Powdered Hand Soap', 'Saxophone Accessories', 'Ginger Root', 'Paintball & Airsoft Pads']
Pet Training Aids	Pet Strollers	['Surf Leashes', 'Bicycles', 'Gas Masks & Respirators', 'Postage Meters', 'Oboe Reeds', 'Can Crushers', 'Table Linens', 'Stair Climbers', 'Drum Kit Hardware', 'Variable Frequency & Adjustable Speed Drives']
Pet Training Aids	Pet Sunscreen	['Volleyball Training Aids', 'Outdoor Beds', 'Buckwheat', 'Fishing Tackle', 'Scanners', 'Wedge Tools', 'Safety Gloves', 'Tablet Computer Housings & Trim', 'Bath & Body Gift Sets', 'Body & Hair Glitter']
Pet Vitamins & Supplements	Pet Sunscreen	['Remote Control Helicopters', 'Pot Racks', 'Intercoms', 'Oxygen Tanks', 'Educational Toys', 'Craft Knives', 'Baby & Pet Gate Accessories', 'Shawls', 'Rattles', 'Paintball & Airsoft Vests']
Pet Training Aids	Pet Vitamins & Supplements	['Welding Accessories', 'Drain Openers', 'Studio Backgrounds', 'Baseball & Softball Batting Helmets', 'Milling Machines', 'Clothing & Closet Storage', 'Network Storage Systems', 'Melon Ballers', 'Tarps', 'Control Panels']
Pet Training Aids	Pet Waste Bag Dispensers & Holders	['Safety & Security Mirrors', 'Film & Television Digital Downloads', 'Watercraft Steering Cables', 'Water Timers', 'Saw Stands', 'Portfolios', 'Padfolios', 'Multitrack Recorders', 'Diving & Snorkeling Equipment Sets', 'Can Openers']
Pet Vitamins & Supplements	Pet Waste Bag Dispensers & Holders	['Watch Bands', 'Rebar Locators', 'Lacrosse Sticks', 'Pool Water Slides', 'Wildlife Attractants', 'Bicycle Gloves', 'Fertilizers', 'Tow-Behind Mowers', 'Vehicle Service Manuals', 'Audio & Video Splitters & Switches']
Pet Waste Bags	Pet Vitamins & Supplements	['Bicycle Brake Sets', 'Skee-Ball Machines', 'Decorative Tapestries', 'Shaper Accessories', 'Lathes', 'Anvils', 'Hangers', 'Chippers', 'Brass Instrument Cleaners & Sanitizers', 'Vehicle Safety Equipment']
Pet Waste Bags	Pet Waste Bag Dispensers & Holders	['Catchers Equipment Sets', 'Hair Shears', 'Dartboards', 'Envelope Seals', 'Oboe Pegs & Stands', 'Japanese Black Formal Wear', 'Yoga & Pilates Towels', 'Watercraft Engine Controls', 'Wetsuits', 'Emergency Lighting']
Pet Waste Disposal Systems & Tools	Pet Waste Bag Dispensers & Holders	['Binder Paper', 'Ceiling Fans', 'Headwear', 'Pool Liners', 'Skate Lace Tighteners', 'Play Vehicles', 'Curling Irons', 'Drinkware Sets', 'Laboratory Freezers', 'Sports Collectibles']
Pet Waste Disposal Systems & Tools	Pet Waste Bags	['Vehicle Transmission Fluid', 'Euphoniums', 'Foam Blocks', 'Pool Ladders, Steps & Ramps', 'Carbon Monoxide Detectors', 'Palettes', 'Inspection Mirrors', 'Skateboard Small Parts', 'Sports & Energy Drinks', 'Rattles']
Reptile & Amphibian Supplies	Pet Waste Bags	['Safelights', 'Watercraft Storage Racks', 'Modeling Dough', 'Mobile Phone Cases', 'Pressure Washer Accessories', 'Surfboard Wax', 'Sour Cream', 'Hunting Dog Equipment', 'Horseradish Sauce', 'Table Legs']
Pet Waste Disposal Systems & Tools	Reptile & Amphibian Supplies	['Archery', 'Air Hockey', 'Riser Cards', 'Watercraft Steering Cables', 'Ottomans', 'Gun Cases & Range Bags', 'Theodolites', 'KVM Switches', 'Holiday Ornament Hooks', 'Flags & Windsocks']
Small Animal Supplies	Pet Waste Disposal Systems & Tools	['Binder Paper', 'Wheelchairs', 'Billiard Cues & Bridges', 'Floral Wire', 'Cameras & Optics', 'Magnet Toys', 'Stains', 'Vehicle Dashboard Accessories', 'Tapioca Pearls', 'Handheld & PDA Software']
Small Animal Supplies	Reptile & Amphibian Supplies	['Grips', 'Reciprocating Saws', 'Graphics Tablets', 'Ice Scrapers & Snow Brushes', 'Cardio Machine Accessories', 'Nutritional Food Purées', 'Binding Supplies', 'Cream Cheese', 'Paintball & Airsoft', 'Advice Cards']
Reptile & Amphibian Supplies	Vehicle Pet Barriers	['Track Lighting Accessories', 'Sandblasting Cabinets', 'Tea Strainers', 'Vehicle Hitch Covers', 'Computer Interface Cards & Adapters', 'Otoscopes & Ophthalmoscopes', 'Skillets & Frying Pans', 'Face Mirrors', 'Transfer Paper', 'Saxophone Mouthpieces']
Small Animal Supplies	Vehicle Pet Barriers	['Skateboarding Pads', 'Wooden Blocks', 'Chain, Wire & Rope', 'Gravy', 'Handheld Power Drills', 'Weight Lifting', 'Jewelry & Beading Wire', 'Kitchen Cabinet Organizers', 'Vehicle Wheel Chocks', 'Bicycle Tire Valves']
Baby & Toddler Clothing Accessories	Arm Warmers & Sleeves	['Pet Training Clickers & Treat Dispensers', 'Unicycles', 'Yoga & Pilates Towels', 'Decorative Bowls', 'Earthquake Alarms', 'Outdoor Grill Covers', 'Cupcakes', 'Welding Helmets', 'Office Shredders', 'Knife Guides']
Balaclavas	Arm Warmers & Sleeves	['Laundry Appliance Accessories', 'Exercise Bikes', 'Muffins', 'Film & Television Digital Downloads', 'Wine Racks', 'Canopies & Gazebos', 'Marker & Highlighter Ink Refills', 'Business & Industrial', 'Coffee & Tea Sets', 'Skin Insect Repellent']
Arm Warmers & Sleeves	Traditional Clothing Accessories	['Track Lighting Accessories', 'Tool Sockets', 'American Football Goal Posts', 'American Football Shoulder Pads', 'Event Programs', 'Tumblers', 'ATVs & UTVs', 'Electrical Mount Boxes & Brackets', 'Soju', 'Mobile Phone Stands']
Wristbands	Arm Warmers & Sleeves	['Snack Cakes', 'Ammunition Cases & Holders', 'Wheelchairs', 'Laser Pointers', 'Bowl Scrapers', 'Law Enforcement', 'Toys & Games', 'Cribs & Toddler Beds', 'Lamp Post Mounts', 'Laser & IPL Hair Removal Devices']
Balaclavas	Baby & Toddler Clothing Accessories	['Basketball Training Aids', 'Soda Makers', 'Boxing & Martial Arts Body Protectors', 'Furniture Anchors', 'Microtomes', 'Kitchen & Dining Furniture Sets', 'Cellos', 'Fresh & Frozen Meats', 'Vases', 'Tool Keys']
Bandanas & Headties	Baby & Toddler Clothing Accessories	['Notebooks & Notepads', 'Projection Screens', 'Water Heater Pans', 'Screen Printing Squeegees', 'Two-Way Radios', 'Staple Removers', 'Microscope Replacement Bulbs', 'Massage Tables', 'Dental Floss', 'Contraceptive Cases']
Wristbands	Baby & Toddler Clothing Accessories	['Bathroom Vanities', 'Grout', 'Spears', 'Chandeliers', 'Software', 'Growth Charts', 'Storage Devices', 'Household Cleaning Supplies', 'Multifunction Power Tools', 'Bird Cage Food & Water Dishes']
Balaclavas	Bandanas & Headties	['Contact Lens Cases', 'Bicycle Wheels', 'Pet Combs & Brushes', 'Choy Sum', 'Deep Fryer Accessories', 'Countertop & Toaster Ovens', 'Bicycle Forks', 'Dessert Toppings', 'Art Fixatives', 'Bass Drum Beaters']
Belt Buckles	Balaclavas	['Laboratory Flasks', 'Watercraft Engine Controls', 'Sit-Down Hydrofoils', 'VCRs', 'Stethoscopes', 'Styptic Pencils', 'Gift Bags', 'Pencil Sharpeners', 'Computer Utilities & Maintenance Software', 'Plumbing Primer']
Bandanas & Headties	Belt Buckles	['Marine Chartplotters & GPS', 'Hockey Stick Parts', 'Well Pumps & Systems', 'Boating & Water Sport Apparel', 'General Office Supplies', 'Protective Masks', 'Fruits & Vegetables', 'Bicycle Training Wheels', 'Activity Tables', 'Gas Hoses']
Belts	Bandanas & Headties	['Tape Drives', 'Cat Supplies', 'Data Collectors', 'Trumpets & Cornets', 'Bobblehead Figures', 'Pruning Saws', 'Video Editing Software', 'Hat Boxes', 'Canopy & Gazebo Accessories', 'Vehicle Safety Equipment']
Belts	Belt Buckles	['Duct Heaters', 'Poker & Game Tables', 'Bushes & Shrubs', 'Gardening Tool Handles', 'Disposable Cutlery', 'Pedal Boats', 'Sleds', 'Staff & Stick Weapons', 'Bakery', 'Bicycle Headset Spacers']
Bridal Accessories	Belt Buckles	['MP3 Player Batteries', 'Mature', 'Desk & Pedestal Fans', 'Fishing Yarn', 'Photo Albums', 'Watercraft Motor Mounts', 'Household Appliance Accessories', 'Reins', 'Cash Drawers & Trays', 'TV Converter Boxes']
Bridal Accessories	Belts	['Bitters', 'Hard Drive Circuit Boards', 'Computer Processors', 'Welding Accessories', 'Wildlife Attractants', 'Vehicle Maintenance, Care & Decor', 'Washers', 'Electrician Fish Tape', 'Network Security & Firewall Devices', 'Biochemicals']
Button Studs	Belts	['Riding Crops & Whips', 'Tool Organizer Liners & Inserts', 'Nebulizers', 'Intercoms', 'Bluetooth Transmitters', 'Humidifier Filters', 'Boat Hooks', 'Nursing Pillows', 'Computer Accessories', 'Dancing']
Button Studs	Bridal Accessories	['Sequins & Glitter', 'Archery', 'Microphone Preamps', 'Climbing Chalk Bags', 'Material Handling', 'Lawn Ornaments & Garden Sculptures', 'Homebrewing & Winemaking Kits', 'Bleach', 'Hardware Fasteners', 'Face Primer']
Collar Stays	Bridal Accessories	['Balloon Kits', 'Shipping Labels', 'Tennis Balls', 'Bath Pillows', 'Pitahayas', 'Portable Fuel Cans', 'Rice Keepers', 'Hair Dryer Accessories', 'Woodwind Reed Cases', 'Horse Halters']
Button Studs	Collar Stays	['Gaming Pads', 'Shampoo & Conditioner', 'Microphones', 'Eye Drops & Lubricants', 'Buttermilk', 'Sushi Mats', 'Garage Doors', 'Cordless Phone Batteries', 'Vodka', 'Clarinet Swabs']
Cufflinks	Button Studs	['Coffee & Tea Saucers', 'Climbing Apparel & Accessories', 'Pet Food Scoops', 'Automotive Tires', 'Medical Identification Tags & Jewelry', 'Paint Shakers', 'Hygrometers', 'Dock Cleats', 'Billiard Pockets', 'Pre-paid Mobile Phones']
Collar Stays	Cufflinks	['FM Transmitters', 'Contact Lens Care', 'Push & Pedal Riding Vehicles', 'Platform Tennis Balls', 'Musical Keyboards', 'Flour', 'Baby Jumpers & Swings', 'Household Storage Drawers', 'Motor Vehicle Parking Cameras', 'Kitchen Tools & Utensils']
Decorative Fans	Collar Stays	['Mattress Foundations', 'Spectrometers', 'Flameless Candles', 'Pie & Quiche Pans', 'Cheese Puffs', 'Food Container Covers', 'Umbrella Stands & Racks', 'Motor Vehicle Lighting', 'Tureen Lids', 'Easter Egg Decorating Kits']
Cufflinks	Decorative Fans	['Laptop Parts', 'Toothpick Holders & Dispensers', 'Motor Vehicle Carpet & Upholstery', 'Equestrian Gloves', 'Printer Maintenance Kits', 'Tanning Products', 'Ricers', 'Fiddlehead Ferns', 'Plungers', 'Lacrosse Equipment Sets']
Cufflinks	Earmuffs	['Craft Machine Cases & Covers', 'Award Ribbons', 'Levels', 'Teeth Whiteners', 'Fruits & Vegetables', 'Flood, Fire & Gas Safety', 'Light Ropes & Strings', 'Garment Steamers', 'Remote Control Airships & Blimps', 'Mobile Phone Pre-Paid Cards']
Earmuffs	Decorative Fans	['Shooting Sticks & Bipods', 'Shadow Boxes', 'Pretend Housekeeping', 'Freezers', 'Bathroom Accessory Sets', 'Billiards', 'Barcode Scanner Stands', 'Peaches & Nectarines', 'Saxophone Accessories', 'Shower Parts']
Gloves & Mittens	Decorative Fans	['Envelope Seals', 'Postage Stamps', 'Cat Furniture Accessories', 'Household Appliance Accessories', 'Discus', 'Water Polo Caps', 'Softboxes', 'Cream Cheese', 'Light Meter Accessories', 'Bicycle Brake Parts']
Gloves & Mittens	Earmuffs	['Hockey Goals', 'Moving & Soundproofing Blankets & Covers', 'Rowing Machines', 'Saxophone Reeds', 'Frothing Pitchers', 'Garden Hose Fittings & Valves', 'Outdoor Structures', 'Trail Cameras', 'Work Safety Harnesses', 'Bird Food']
Earmuffs	Hair Accessories	['Coffee Makers & Espresso Machines', 'Toothpick Holders & Dispensers', 'Pet First Aid & Emergency Kits', 'Arugula', 'Snowshoeing', 'Religious Altars', 'Nursing Pads & Shields', 'Fabric Starch', 'Yu Choy', 'Acupuncture']
Gloves & Mittens	Hair Accessories	['Toasters & Grills', 'Computer Servers', 'Power Over Ethernet Adapters', 'Party Favors', 'Acupuncture', 'Skin Care Masks & Peels', 'Shower Water Filters', 'Patch Panels', 'Cooling Racks', 'Noise Gates & Compressors']
Hand Muffs	Gloves & Mittens	['Webcams', 'Ping Pong Balls', 'MP3 Players', 'Pool Water Slides', 'Solder & Flux', 'Vehicles & Parts', 'Self Tanner', 'Shoe Polishes & Waxes', 'Conductivity Gels & Lotions', 'Bass Drum Beaters']
Hand Muffs	Hair Accessories	['Fan Accessories', 'Toothbrush Holders', 'Hot Plates', 'Cameras & Optics', 'Rugby Training Aids', 'Model Making', 'Place Cards', 'Nail Tools', 'Musical Keyboard Bags & Cases', 'Cigar Cutters & Punches']
Handkerchiefs	Hair Accessories	['Winter Sports & Activities', 'Chemicals', 'Barcode Scanners', 'Hunting & Wildlife Calls', 'Magnetic Sweepers', 'Writing & Drawing Instruments', 'Floor Chairs', 'Windsurfing Board Masts', 'Shelving Accessories', 'Acoustic Guitar Pickups']
Handkerchiefs	Hand Muffs	['Descalers & Decalcifiers', 'Flatware', 'Clothespins', 'Egg Replacers', 'Rash Guards & Swim Shirts', 'Hand Dryers', 'Gift Cards & Certificates', 'Cricket Helmets', 'Drum Kits', 'Skateboard Decks']
Hats	Hand Muffs	['Hand Bells & Chimes', 'Prepared Eggs', 'Feminine Deodorant', 'Telephony', 'Vehicle Waxes, Polishes & Protectants', 'Cookware & Bakeware', 'Musical Shakers', 'Horse Halters', 'Diving & Snorkeling Equipment Sets', 'Eggnog']
Handkerchiefs	Hats	['Kitesurfing', 'Flat Mineral Water', 'Air Hockey Tables', 'Paintball Hoppers', 'Fishing Reel Replacement Spools', 'Bicycle Shifters', 'Finance & Insurance', 'Motorcycle Storage Covers', 'Watercraft Steering Parts', 'Soil']
Headwear	Handkerchiefs	['Rebar Cutters', 'Address Books', 'Musical Instrument Amplifier Knobs', 'Oboe Straps & Supports', 'Weight Lifting Machine & Exercise Bench Accessories', 'Writing & Drawing Instruments', 'Spreaders', 'Lens & Filter Adapter Rings', 'Coconuts', 'Tablet Computer Housings & Trim']
Headwear	Hats	['Tape Dispensers', 'Inline Skates', 'Grease Guns', 'Cymbals', 'Vehicle Seat Belt Covers', 'Percussion Accessories', 'Tetherball Sets', 'Arrow Fletchings', 'Cymbal & Drum Cases', 'Hunting & Wildlife Decoys']
Hats	Leg Warmers	['Vehicle Transmission Fluid', 'Toilet Tanks', 'Roasting Pans', 'Ovens', 'Water Heaters', 'Bicycle Handlebar Extensions', 'Motor Vehicle Mirrors', 'Doors', 'Special Effects', 'Router Bits']
Headwear	Leg Warmers	['Audio Amplifiers', 'Video Camera Lenses', 'Reading Toys', 'Film & Television', 'Ottoman Cushions', 'Ashtrays', 'Sports Toys', 'Needlecraft Canvas', 'Modulators', 'Acupuncture Models']
Headwear	Leis	['Bicycle Tools', 'Nutrition Bars', 'Mouse Pads', 'Mustard', 'Wrestling Knee Pads', 'Autographs', 'Bird & Wildlife Feeder Accessories', 'Bath & Body', 'Shaving Cream', 'Fence Posts & Rails']
Leis	Leg Warmers	['Woodwind Cork Grease', 'Pet Biometric Monitors', 'Flute Parts', 'Drill & Screwdriver Accessories', 'HIV Tests', 'Mustard', 'Modeling Dough', 'Bicycle Accessories', 'Food Crackers', 'Cosmetic Sets']
Leg Warmers	Maternity Belts & Support Bands	['Battery Charge Controllers', 'Duffel Bags', 'Food Storage Bags', 'Plumbing Repair Kits', 'Lawn Games', 'Forks', 'Concrete & Masonry Cleaners', 'Roofing', 'Wire & Cable Sleeves', 'Brass Instrument Polishing Cloths']
Leis	Maternity Belts & Support Bands	['Bicycle Water Sport Board Racks', 'Parsnips', 'Garden Hose Spray Nozzles', 'Fabric Softeners & Dryer Sheets', 'Embossing Powder', 'Throwing Darts', 'Lacrosse Stick Heads', 'Computer Monitor Accessories', 'Springs', 'E-Book Reader Batteries']
Neck Gaiters	Leis	['Skateboarding Pads', 'Jams & Jellies', 'Special Effects Controllers', 'Outdoor Grill Spits & Baskets', 'Surfing Tail Pads', 'Outdoor Umbrella Lights', 'Bowling Pins', 'Sneeze Guards', 'General Purpose Battery Chargers', 'Cricket']
Maternity Belts & Support Bands	Neck Gaiters	['Body Powder', 'Parsley Roots', 'Tent Footprints', 'Track Starting Blocks', 'Back Care', 'Bicycle Bottom Brackets', 'Oboe Straps & Supports', 'Dishwasher Cleaners', 'Filters & Screens', 'Bellows']
Maternity Belts & Support Bands	Neckties	['Dinnerware', 'Awnings', 'Outdoor Living', 'Thread, Yarn & Bobbin Winders', 'Vehicle Cargo Racks', 'Emergency Blankets', 'Floor Chairs', 'Fiddlehead Ferns', 'Pet Medical Collars', 'Lathes']
Neck Gaiters	Neckties	['Light Boxes', 'Waste Containment', 'Bass Drums', 'Dental Water Jets', 'Cakes & Dessert Bars', 'Inflatable Bouncer Accessories', 'Placemats', 'Can Crushers', 'Medical Supplies', 'Lamp Post Mounts']
Neck Gaiters	Pinback Buttons	['Transparencies', 'Mobile Phones', 'Ponds', 'Lemons', 'Lawn Rollers', 'Medical Syringes', '3D Glasses', 'Emergency Lighting', 'Play Yards', 'Double Eyelid Glue & Tape']
