Subclass,Superclass,labels
Hosen,Fußball,1
Sonstige,Fußball,1
Vereinslose Trikots,Fußball,1
Golfbekleidung,Golf,1
Golfschlägerteile,Golf,1
Golf-Technik,Golf,1
Golftrainingshilfen,Golf,1
Golfzubehör,Golf,1
Schläger & Ausrüstung,Golf,1
Sonstige,Golf,1
Vintage & Sammlerstücke,Golf,1
Damen-Golfbekleidung,Golf,1
Golfhüte & Caps,Golf,1
Herren-Golfbekleidung,Golf,1
Sonnenbrillen,Golf,1
Golf-Ferrules,Golf,1
Golfschaftadapter,Golf,1
Golfschlägergewichte,Golf,1
Golfschlägergriffe,Golf,1
Golfschlägerköpfe,Golf,1
Golfschlägerschäfte,Golf,1
Sonstige,Golf,1
Werkzeuge & Zubehör,Golf,1
Digitale Scorekarten,Golf,1
Entfernungsmesser,Golf,1
Golf-GPS-Geräte,Golf,1
Golfsimulatoren,Golf,1
Launch-Monitore,Golf,1
Schlagzähler,Golf,1
Schwung-Messgeräte,Golf,1
Sonstige,Golf,1
Ausrichtungsstäbe,Golf,1
Puttingmatten,Golf,1
Schwungtrainer,Golf,1
Sonstige,Golf,1
Aufkleber,Golf,1
Ausrichtungsstäbehauben,Golf,1
Ballmarker,Golf,1
Ballrückholer,Golf,1
Golfschirme,Golf,1
Pitchgabeln,Golf,1
Rillenschleifer,Golf,1
Schlägerhauben,Golf,1
Scorecards & Halter,Golf,1
Sonstige,Golf,1
Spikes,Golf,1
Taschenanhänger,Golf,1
Golfbälle,Golf,1
Golftaschen,Golf,1
Golftrolleys,Golf,1
Golftrolley-Teile,Golf,1
Golftrolley-Zubehör,Golf,1
Tees,Golf,1
Golfbälle,Golf,1
Schläger & Schäfte,Golf,1
Sonstige,Golf,1
Fanartikel,Hockey,1
Hosen,Hockey,1
Pucks & Bälle,Hockey,1
Schläger & Zubehör,Hockey,1
"Schlittschuhe, Inline-Skates & Rollschuhe",Hockey,1
Sonstige,Hockey,1
Taschen,Hockey,1
Torwartbedarf,Hockey,1
Trikots,Hockey,1
Zubehör,Hockey,1
"Griffbänder, Endstücke, Griffe",Hockey,1
Kellen,Hockey,1
Schäfte,Hockey,1
Schläger,Hockey,1
Sonstige Schläger & Zubehör,Hockey,1
Damen Inline-Skates & Rollschuhe,Hockey,1
Damen Schlittschuhe,Hockey,1
Herren Schlittschuhe,Hockey,1
Kinder Inline-Skates & Rollschuhe,Hockey,1
"Schlittschuhe, Inline-Skates & Rollschuhe Teile",Hockey,1
"Sonstige Schlittschuhe, Inline-Skates & Rollschuhe",Hockey,1
Handschuhe,Hockey,1
Helme,Hockey,1
Mundschutz,Hockey,1
Schützer,Hockey,1
Sonstige Hockey-Schutzausrüstung,Hockey,1
Tiefschutz & Cups,Hockey,1
Beinschoner,Hockey,1
Handschuhe & Stockhände,Hockey,1
Schutzmasken,Hockey,1
Sonstige Hockey-Torwartausrüstung,Hockey,1
Tiefschutz & Cups,Hockey,1
Inline-Skates,Inlineskating,1
Schutzausrüstung,Inlineskating,1
Sonstige,Inlineskating,1
Teile & Zubehör,Inlineskating,1
Ellbogenschützer,Inlineskating,1
Handgelenkschützer,Inlineskating,1
Helme,Inlineskating,1
Hüfte- & Steißbeinschützer,Inlineskating,1
Knieschützer,Inlineskating,1
Rückenschützer,Inlineskating,1
Sonstige,Inlineskating,1
Kugellager,Inlineskating,1
Rollen,Inlineskating,1
Sonstige,Inlineskating,1
Taschen,Inlineskating,1
E-Bikes,Radsport,1
Fahrradbekleidung,Radsport,1
Fahrradelektronik,Radsport,1
Fahrradrahmen,Radsport,1
Fahrradreparatur & Werkzeug,Radsport,1
Fahrradschuhe & Überschuhe,Radsport,1
Fahrradteile & -komponenten,Radsport,1
Fahrradzubehör,Radsport,1
Helme & Protektoren,Radsport,1
Radbrillen,Radsport,1
"Reifen, Schläuche & Laufräder",Radsport,1
Sonstige,Radsport,1
Arm- & Stirnbänder,Radsport,1
Beinlinge & Knielinge,Radsport,1
Funktionsunterwäsche,Radsport,1
Handschuhe & Fäustlinge,Radsport,1
Hosen,Radsport,1
Jacken,Radsport,1
Mützen & Hüte,Radsport,1
Shorts,Radsport,1
Socken,Radsport,1
"Tops, T-Shirts & Trikots",Radsport,1
Trikot-Sets,Radsport,1
Westen,Radsport,1
Fahrradcomputer & GPS,Radsport,1
Herzfrequenzmonitore,Radsport,1
Power Meters,Radsport,1
Sonstige,Radsport,1
Flickzeug,Radsport,1
Montageständer,Radsport,1
Schmieren & Säubern,Radsport,1
Sonstige,Radsport,1
Werkzeug,Radsport,1
Damenschuhe,Radsport,1
Herrenschuhe,Radsport,1
Kinderschuhe,Radsport,1
Überschuhe,Radsport,1
Unisex-Schuhe,Radsport,1
Bar Ends/Lenkerhörnchen,Radsport,1
BMX Pegs,Radsport,1
Brems-/Schaltzüge & Gehäuse,Radsport,1
Bremsbeläge,Radsport,1
Bremsscheiben,Radsport,1
Dämpfer,Radsport,1
Elektrofahrradteile,Radsport,1
Felgen,Radsport,1
Gabeln,Radsport,1
Gruppen,Radsport,1
Innenlager,Radsport,1
"Kassetten, Zahnkränze & Ritzel",Radsport,1
Ketten,Radsport,1
Kettenblätter,Radsport,1
Kettenschutz,Radsport,1
Kugellager,Radsport,1
Kurbeln & Kurbelgarnituren,Radsport,1
Lenker,Radsport,1
Lenkergriffe & Lenkerbänder,Radsport,1
Naben,Radsport,1
Pedale,Radsport,1
Sättel,Radsport,1
Sattelklemmen,Radsport,1
Sattelstützen,Radsport,1
Schalthebel,Radsport,1
Schnellspanner,Radsport,1
Schrauben & Verschlüsse,Radsport,1
Sonstige,Radsport,1
Steuersatz Spacer,Radsport,1
Steuersätze,Radsport,1
Umwerfer,Radsport,1
Vorbauten,Radsport,1
Beleuchtung & Reflektoren,Radsport,1
Fahrradanhänger,Radsport,1
Fahrradspiegel,Radsport,1
Fahrradständer & Aufbewahrung,Radsport,1
Kindersitze,Radsport,1
Klingeln & Glocken,Radsport,1
Körbe,Radsport,1
Pumpen,Radsport,1
Rollentrainer,Radsport,1
Sattelschützer,Radsport,1
Schlösser & Sicherheit,Radsport,1
Schutzbleche,Radsport,1
Seiten- & Doppelständer,Radsport,1
Sonstige,Radsport,1
Sticker & Aufkleber,Radsport,1
Stützräder,Radsport,1
Transportkoffer/-taschen,Radsport,1
Trinkbeutel,Radsport,1
Trinkflaschen,Radsport,1
Trinkflaschenhalter,Radsport,1
Helme,Radsport,1
Helmzubehör,Radsport,1
Protektoren & Schoner,Radsport,1
Sonstige,Radsport,1
Laufräder,Radsport,1
Reifen,Radsport,1
Schläuche,Radsport,1
Fahrsport,Reit- & Fahrsport,1
Longieren & Trainingshilfen,Reit- & Fahrsport,1
Pferdeausstattung & Zubehör,Reit- & Fahrsport,1
Pferdefutter & Zusatzfutter,Reit- & Fahrsport,1
Pferdepflege & Putzzeug,Reit- & Fahrsport,1
Reitbekleidung,Reit- & Fahrsport,1
Reitgerten & Peitschen,Reit- & Fahrsport,1
Reithelme & Schutzkleidung,Reit- & Fahrsport,1
Reitstiefel & Zubehör,Reit- & Fahrsport,1
"Sättel, Trensen & Zubehör",Reit- & Fahrsport,1
Sonstige,Reit- & Fahrsport,1
Stall- & Weidebedarf,Reit- & Fahrsport,1
"Westernsättel, -zäume & Zubeh.",Reit- & Fahrsport,1
Fahrgebisse & -kandaren,Reit- & Fahrsport,1
Fahrgeschirre,Reit- & Fahrsport,1
Fahrleinen,Reit- & Fahrsport,1
Kutschen,Reit- & Fahrsport,1
Kutschenteile & -zubehör,Reit- & Fahrsport,1
Sonstige,Reit- & Fahrsport,1
Gurtunterlagen,Reit- & Fahrsport,1
Hindernisständer & -stangen,Reit- & Fahrsport,1
Kappzäume,Reit- & Fahrsport,1
Longen,Reit- & Fahrsport,1
Sonstige,Reit- & Fahrsport,1
Voltigier- & Longiergurte,Reit- & Fahrsport,1
Bandagen,Reit- & Fahrsport,1
Fliegenmasken &-hauben,Reit- & Fahrsport,1
Führstricke & Anbinder,Reit- & Fahrsport,1
Halfter,Reit- & Fahrsport,1
Mähnenschutz & Halsteile,Reit- & Fahrsport,1
Maulkörbe & Fresshemmer,Reit- & Fahrsport,1
Pferdedecken,Reit- & Fahrsport,1
Schulter- & Brustschutz,Reit- & Fahrsport,1
Schweifschoner,Reit- & Fahrsport,1
Schweiftaschen,Reit- & Fahrsport,1
Sonstige,Reit- & Fahrsport,1
Ergänzungsfuttermittel,Reit- & Fahrsport,1
Leckerli & Snacks,Reit- & Fahrsport,1
Pferdefutter,Reit- & Fahrsport,1
Sonstige,Reit- & Fahrsport,1
Bürsten & Kardätschen,Reit- & Fahrsport,1
Fliegenschutzmittel,Reit- & Fahrsport,1
Hufkratzer,Reit- & Fahrsport,1
Hufpflegemittel,Reit- & Fahrsport,1
Mähnen- und Schweifkämme,Reit- & Fahrsport,1
Mähnengummis & -schleifen,Reit- & Fahrsport,1
Pferdehaar-Extensions,Reit- & Fahrsport,1
Putzboxen & -taschen,Reit- & Fahrsport,1
Putzsets,Reit- & Fahrsport,1
Schermaschinen,Reit- & Fahrsport,1
Schweißmesser,Reit- & Fahrsport,1
Shampoo & Conditioner,Reit- & Fahrsport,1
Sonstige,Reit- & Fahrsport,1
Striegel,Reit- & Fahrsport,1
Damen-Reitbekleidung,Reit- & Fahrsport,1
Herren-Reitbekleidung,Reit- & Fahrsport,1
Kinder-Reitbekleidung,Reit- & Fahrsport,1
Reithandschuhe,Reit- & Fahrsport,1
Sonstige,Reit- & Fahrsport,1
Turnierzubehör,Reit- & Fahrsport,1
Westernchaps/Langchaps,Reit- & Fahrsport,1
Westernhüte,Reit- & Fahrsport,1
Western-Zubehör,Reit- & Fahrsport,1
Reflektorwesten,Reit- & Fahrsport,1
Reithelme,Reit- & Fahrsport,1
Sicherheitswesten,Reit- & Fahrsport,1
Sonstige,Reit- & Fahrsport,1
Reitstiefel,Reit- & Fahrsport,1
Sonstige,Reit- & Fahrsport,1
Sporen,Reit- & Fahrsport,1
Sporenriemen,Reit- & Fahrsport,1
Stiefelschäfte & Chapsletten,Reit- & Fahrsport,1
Stiefeltaschen,Reit- & Fahrsport,1
Gebisse,Reit- & Fahrsport,1
Martingale & Hilfszügel,Reit- & Fahrsport,1
Sättel,Reit- & Fahrsport,1
Sattelgurte,Reit- & Fahrsport,1
Sattelschoner,Reit- & Fahrsport,1
Satteltaschen,Reit- & Fahrsport,1
Sattelunterlagen,Reit- & Fahrsport,1
Sitzbezüge,Reit- & Fahrsport,1
Sonstige,Reit- & Fahrsport,1
Steigbügel,Reit- & Fahrsport,1
Steigbügelriemen,Reit- & Fahrsport,1
Trensen & Kandaren,Reit- & Fahrsport,1
Trensenteile & -zubehör,Reit- & Fahrsport,1
Zügel,Reit- & Fahrsport,1
Heunetze & -taschen,Reit- & Fahrsport,1
Sattelhalter & -ständer,Reit- & Fahrsport,1
Sonstige,Reit- & Fahrsport,1
Stalltafeln & Boxenschilder,Reit- & Fahrsport,1
Trensenhalter & -leisten,Reit- & Fahrsport,1
Trensentaschen,Reit- & Fahrsport,1
Weidezaungeräte,Reit- & Fahrsport,1
Weidezaunisolatoren,Reit- & Fahrsport,1
Weidezaunpfähle,Reit- & Fahrsport,1
Conchos,Reit- & Fahrsport,1
Gebisse,Reit- & Fahrsport,1
Sattelschoner,Reit- & Fahrsport,1
Sitzbezüge,Reit- & Fahrsport,1
Sonstige,Reit- & Fahrsport,1
Steigbügel- & Fenderriemen,Reit- & Fahrsport,1
Steigbügel,Reit- & Fahrsport,1
Trensenteile & -zubehör,Reit- & Fahrsport,1
Vorderzeug,Reit- & Fahrsport,1
Westerngurte & Cinches,Reit- & Fahrsport,1
Westernpads,Reit- & Fahrsport,1
Westernsättel,Reit- & Fahrsport,1
Westernsatteltaschen,Reit- & Fahrsport,1
Westerntrensen & Kopfstücke,Reit- & Fahrsport,1
Westernzügel,Reit- & Fahrsport,1
Pokale,Sportpreise,1
Sonstige Sportpreise,Sportpreise,1
Bauch- & Gürteltaschen,Sporttaschen & Rucksäcke,1
Body- & Crossover-Bags,Sporttaschen & Rucksäcke,1
Rucksäcke,Sporttaschen & Rucksäcke,1
Seesäcke,Sporttaschen & Rucksäcke,1
Sonstige,Sporttaschen & Rucksäcke,1
Sporttaschen,Sporttaschen & Rucksäcke,1
ABC & Blei,Tauchen,1
Anzüge & Anzugteile,Tauchen,1
Atemregler,Tauchen,1
Bekleidung,Tauchen,1
Instrumente & Uhren,Tauchen,1
Jackets,Tauchen,1
Logbücher & Stempel,Tauchen,1
Tauchcomputer,Tauchen,1
Tauchflaschen & Zubehör,Tauchen,1
Tauchlampen,Tauchen,1
Tauchrucksäcke & -taschen,Tauchen,1
Techdiving,Tauchen,1
Unterwasserfotografie,Tauchen,1
Weiteres Zubehör,Tauchen,1
Blei & Bleigürtel,Tauchen,1
Flossen,Tauchen,1
Komplettsets,Tauchen,1
Masken,Tauchen,1
Schnorchel,Tauchen,1
Schnorchelflossen,Tauchen,1
Sonstige,Tauchen,1
Zubehör,Tauchen,1
Eiswesten & Kopfhauben,Tauchen,1
Halbtrockenanzüge,Tauchen,1
Handschuhe,Tauchen,1
Nassanzüge,Tauchen,1
Shorties,Tauchen,1
Trockenanzüge,Tauchen,1
1. Stufe,Tauchen,1
2. Stufe,Tauchen,1
Komplettsets,Tauchen,1
Oktopusse,Tauchen,1
Caps & Mützen,Tauchen,1
Hosen,Tauchen,1
Shirts,Tauchen,1
Sonstige,Tauchen,1
Sweaters,Tauchen,1
Finimeter,Tauchen,1
Kompasse,Tauchen,1
Konsolen,Tauchen,1
Sonstige,Tauchen,1
Taucheruhren,Tauchen,1
Brücken & Ventile,Tauchen,1
Sonstiges Zubehör,Tauchen,1
Tauchflaschen,Tauchen,1
Blitzer,Tauchen,1
Knicklichter,Tauchen,1
Sonstige,Tauchen,1
Zubehör,Tauchen,1
Zweitlampen,Tauchen,1
Blitze,Tauchen,1
Makro-Zubehör,Tauchen,1
UW-Kameras,Tauchen,1
Clips & Befestigung,Tauchen,1
Reinigung & Pflege,Tauchen,1
Signalmittel,Tauchen,1
Sonstige,Tauchen,1
Tauchermesser,Tauchen,1
Badminton,Weitere Ballsportarten,1
Baseball & Softball,Weitere Ballsportarten,1
Basketball,Weitere Ballsportarten,1
Cricket,Weitere Ballsportarten,1
Football,Weitere Ballsportarten,1
Gälischer Sport,Weitere Ballsportarten,1
Handball,Weitere Ballsportarten,1
Lacrosse,Weitere Ballsportarten,1
Minigolf,Weitere Ballsportarten,1
Rugby,Weitere Ballsportarten,1
Sonstige,Weitere Ballsportarten,1
Squash,Weitere Ballsportarten,1
Tennis,Weitere Ballsportarten,1
Tischtennis,Weitere Ballsportarten,1
Volleyball,Weitere Ballsportarten,1
Bälle,Weitere Ballsportarten,1
Bekleidung,Weitere Ballsportarten,1
Schläger,Weitere Ballsportarten,1
Schuhe,Weitere Ballsportarten,1
Sonstige,Weitere Ballsportarten,1
Zubehör,Weitere Ballsportarten,1
Bälle,Weitere Ballsportarten,1
Baseballschläger,Weitere Ballsportarten,1
Fanartikel,Weitere Ballsportarten,1
Fanghandschuhe,Weitere Ballsportarten,1
Kleidung,Weitere Ballsportarten,1
Schutzausrüstung,Weitere Ballsportarten,1
Sonstige,Weitere Ballsportarten,1
Spielfeld-Ausrüstung,Weitere Ballsportarten,1
Tiefschutz & Cups,Weitere Ballsportarten,1
Trainingsgeräte,Weitere Ballsportarten,1
Zubehör,Weitere Ballsportarten,1
Armbänder,Weitere Ballsportarten,1
Bälle,Weitere Ballsportarten,1
Fanartikel,Weitere Ballsportarten,1
Körbe & Anlagen,Weitere Ballsportarten,1
Luftpumpen,Weitere Ballsportarten,1
Mundschutz,Weitere Ballsportarten,1
Ringe & Netze,Weitere Ballsportarten,1
Schuhe,Weitere Ballsportarten,1
Schutzausrüstung,Weitere Ballsportarten,1
Shorts & Hosen,Weitere Ballsportarten,1
Sonstige,Weitere Ballsportarten,1
Trainingshilfen,Weitere Ballsportarten,1
Trikots,Weitere Ballsportarten,1
Bälle,Weitere Ballsportarten,1
Helme,Weitere Ballsportarten,1
Mundschutz,Weitere Ballsportarten,1
Schläger,Weitere Ballsportarten,1
Schoner,Weitere Ballsportarten,1
Schutzausrüstung,Weitere Ballsportarten,1
Sets,Weitere Ballsportarten,1
Sonstiges Cricket,Weitere Ballsportarten,1
Stäbe,Weitere Ballsportarten,1
Taschen & Truhen,Weitere Ballsportarten,1
Tiefschutz & Cups,Weitere Ballsportarten,1
Trainingshilfen,Weitere Ballsportarten,1
Zubehör,Weitere Ballsportarten,1
Bälle,Weitere Ballsportarten,1
Fanartikel,Weitere Ballsportarten,1
Handschuhe,Weitere Ballsportarten,1
Luftpumpen,Weitere Ballsportarten,1
Mundschutz,Weitere Ballsportarten,1
Schoner,Weitere Ballsportarten,1
Schutzausrüstung,Weitere Ballsportarten,1
Sonstige,Weitere Ballsportarten,1
Tiefschutz & Cups,Weitere Ballsportarten,1
Trikots,Weitere Ballsportarten,1
Bälle,Weitere Ballsportarten,1
Handschuhe,Weitere Ballsportarten,1
Mundschutz,Weitere Ballsportarten,1
Schläger,Weitere Ballsportarten,1
Sonstiger Gälischer Sport,Weitere Ballsportarten,1
Bälle,Weitere Ballsportarten,1
Bandagen & Schoner,Weitere Ballsportarten,1
Bekleidung,Weitere Ballsportarten,1
Luftpumpen,Weitere Ballsportarten,1
Schuhe,Weitere Ballsportarten,1
Sonstige,Weitere Ballsportarten,1
Tore & Netze,Weitere Ballsportarten,1
Bälle,Weitere Ballsportarten,1
Handschuhe,Weitere Ballsportarten,1
Helme,Weitere Ballsportarten,1
Lacrosse-Taschen,Weitere Ballsportarten,1
Schläger,Weitere Ballsportarten,1
Sonstiges Lacrosse,Weitere Ballsportarten,1
Tore & Netze,Weitere Ballsportarten,1
Trainingshilfen,Weitere Ballsportarten,1
AFL Bälle,Weitere Ballsportarten,1
Handschuhe,Weitere Ballsportarten,1
Luftpumpen,Weitere Ballsportarten,1
Mundschutz,Weitere Ballsportarten,1
Rugby Bälle,Weitere Ballsportarten,1
Schutzausrüstung,Weitere Ballsportarten,1
Sonstiges Rugby,Weitere Ballsportarten,1
Trainingshilfen,Weitere Ballsportarten,1
Schuhe,Weitere Ballsportarten,1
Zubehör,Weitere Ballsportarten,1
Bälle,Weitere Ballsportarten,1
Bekleidung,Weitere Ballsportarten,1
Griffbänder,Weitere Ballsportarten,1
Schlägerhüllen,Weitere Ballsportarten,1
Schuhe,Weitere Ballsportarten,1
Schweißbänder,Weitere Ballsportarten,1
Sonstige,Weitere Ballsportarten,1
Taschen,Weitere Ballsportarten,1
Tennissaiten,Weitere Ballsportarten,1
Bekleidung,Weitere Ballsportarten,1
Beläge,Weitere Ballsportarten,1
Komplettschläger,Weitere Ballsportarten,1
Sonstige,Weitere Ballsportarten,1
Tische,Weitere Ballsportarten,1
Zubehör,Weitere Ballsportarten,1
Bälle,Weitere Ballsportarten,1
Luftpumpen,Weitere Ballsportarten,1
Netze,Weitere Ballsportarten,1
Schuhe,Weitere Ballsportarten,1
Schutzausrüstung,Weitere Ballsportarten,1
Sonstige,Weitere Ballsportarten,1
Trainingshilfen,Weitere Ballsportarten,1
Bergsteigen & Klettern,Weitere Sportarten,1
Billard,Weitere Sportarten,1
Bogenschießen,Weitere Sportarten,1
Boule / Petanque,Weitere Sportarten,1
Bowling & Kegeln,Weitere Sportarten,1
Boxen,Weitere Sportarten,1
Dart,Weitere Sportarten,1
Discgolf,Weitere Sportarten,1
Fechten,Weitere Sportarten,1
Flug- & Drachensport,Weitere Sportarten,1
Geocaching,Weitere Sportarten,1
Jagen & Schützensport,Weitere Sportarten,1
Jonglieren & Artistik,Weitere Sportarten,1
Kampfsport,Weitere Sportarten,1
Kicker,Weitere Sportarten,1
Leichtathletik,Weitere Sportarten,1
Nordic Walking,Weitere Sportarten,1
Sonstige,Weitere Sportarten,1
Tanzen,Weitere Sportarten,1
Triathlon,Weitere Sportarten,1
Turnen & Gymnastik,Weitere Sportarten,1
Bekleidung,Weitere Sportarten,1
Eisklettern,Weitere Sportarten,1
Schuhe,Weitere Sportarten,1
Zubehör,Weitere Sportarten,1
Queue-Koffer,Weitere Sportarten,1
Queues,Weitere Sportarten,1
Sonstige,Weitere Sportarten,1
Tische,Weitere Sportarten,1
Zubehör,Weitere Sportarten,1
Bögen,Weitere Sportarten,1
Pfeile & Komponenten,Weitere Sportarten,1
Schutzbekleidung,Weitere Sportarten,1
Sets,Weitere Sportarten,1
Sonstige,Weitere Sportarten,1
Vintage & Sammlerstücke,Weitere Sportarten,1
Zielscheiben,Weitere Sportarten,1
Zubehör,Weitere Sportarten,1
Bahncomputer,Weitere Sportarten,1
Bälle,Weitere Sportarten,1
Bowling-Taschen,Weitere Sportarten,1
Handschuhe,Weitere Sportarten,1
Kegel,Weitere Sportarten,1
Schuhe,Weitere Sportarten,1
Schutzausrüstung,Weitere Sportarten,1
Sonstige,Weitere Sportarten,1
Zubehör,Weitere Sportarten,1
Boxhandschuhe,Weitere Sportarten,1
Boxsäcke,Weitere Sportarten,1
Sonstige,Weitere Sportarten,1
Flights,Weitere Sportarten,1
Komplettangebote,Weitere Sportarten,1
Pfeile,Weitere Sportarten,1
Scheiben,Weitere Sportarten,1
Spitzen,Weitere Sportarten,1
Taschen & Etuis,Weitere Sportarten,1
Weiteres Zubehör,Weitere Sportarten,1
Discgolf-Discs,Weitere Sportarten,1
Discgolf-Körbe,Weitere Sportarten,1
Discgolf-Sets,Weitere Sportarten,1
Discgolf-Taschen,Weitere Sportarten,1
Discgolf-Zubehör,Weitere Sportarten,1
Fechtmelder,Weitere Sportarten,1
Handschuhe,Weitere Sportarten,1
Masken,Weitere Sportarten,1
Schutzausrüstung,Weitere Sportarten,1
Sonstiges Fechten,Weitere Sportarten,1
Teile & Instandhaltung,Weitere Sportarten,1
Trainingshilfen,Weitere Sportarten,1
Ballonfahren,Weitere Sportarten,1
Bumerangwerfen,Weitere Sportarten,1
Flugzeuge,Weitere Sportarten,1
Flugzeugteile,Weitere Sportarten,1
Lenkdrachen,Weitere Sportarten,1
"Skydiving, Para & Hang Gliding",Weitere Sportarten,1
Sonstige,Weitere Sportarten,1
Wurfscheiben,Weitere Sportarten,1
Caches,Weitere Sportarten,1
Cache-Versteckzubehör,Weitere Sportarten,1
Geocaching Pathtags,Weitere Sportarten,1
Geocoins,Weitere Sportarten,1
Sonstige,Weitere Sportarten,1
Tagging-Zubehör,Weitere Sportarten,1
Bekleidung,Weitere Sportarten,1
Bogenjagd-Zubehör,Weitere Sportarten,1
Falknereibedarf,Weitere Sportarten,1
"Holster, Gürtel & Beutel",Weitere Sportarten,1
Jagdhundebedarf,Weitere Sportarten,1
Jagdzubehör,Weitere Sportarten,1
Lockinstrumente,Weitere Sportarten,1
Locktiere,Weitere Sportarten,1
Messer & Werkzeuge,Weitere Sportarten,1
Schießstand- & Schützensportausrüstung,Weitere Sportarten,1
Sonstiges Jagen & Schützensport,Weitere Sportarten,1
Tarnzelte & Ansitzleitern,Weitere Sportarten,1
Tierpräparation,Weitere Sportarten,1
Waffenbau & Wartung,Weitere Sportarten,1
Waffenlagerung,Weitere Sportarten,1
Wildkameras,Weitere Sportarten,1
"Zielfernrohre, Optik & Laser",Weitere Sportarten,1
Diabolos,Weitere Sportarten,1
Jonglierbälle,Weitere Sportarten,1
Keulen,Weitere Sportarten,1
Ringe & Teller,Weitere Sportarten,1
Sonstige,Weitere Sportarten,1
Aikido,Weitere Sportarten,1
Capoeira,Weitere Sportarten,1
Escrima,Weitere Sportarten,1
Ju Jutsu,Weitere Sportarten,1
Judo,Weitere Sportarten,1
Karate,Weitere Sportarten,1
Kendo,Weitere Sportarten,1
Kickboxen,Weitere Sportarten,1
Kung-Fu,Weitere Sportarten,1
Muay Thai,Weitere Sportarten,1
Qi Gong,Weitere Sportarten,1
Ringen,Weitere Sportarten,1
Taekwondo,Weitere Sportarten,1
Tai Chi,Weitere Sportarten,1
Wing Tsun,Weitere Sportarten,1
Bekleidung,Weitere Sportarten,1
Karts,Weitere Sportarten,1
Schuhe,Weitere Sportarten,1
Sonstige,Weitere Sportarten,1
Teile & Zubehör,Weitere Sportarten,1
Tische,Weitere Sportarten,1
Zubehör,Weitere Sportarten,1
Bekleidung,Weitere Sportarten,1
Zubehör,Weitere Sportarten,1
Bekleidung,Weitere Sportarten,1
Schuhe,Weitere Sportarten,1
Sonstige,Weitere Sportarten,1
Stöcke,Weitere Sportarten,1
Ballett,Weitere Sportarten,1
Bauchtanz,Weitere Sportarten,1
Jazzdance,Weitere Sportarten,1
Lateinamerikanisch,Weitere Sportarten,1
Sonstige,Weitere Sportarten,1
Standard,Weitere Sportarten,1
Bälle,Weitere Sportarten,1
Bekleidung,Weitere Sportarten,1
Geräte,Weitere Sportarten,1
Luftpumpen,Weitere Sportarten,1
Sonstiges Turnen & Gymnastik,Weitere Sportarten,1
Trainingshilfen,Weitere Sportarten,1
Zubehör,Weitere Sportarten,1
Curling & Eisstockschießen,Weitere Wintersportarten,1
Schneeschuhwandern,Weitere Wintersportarten,1
Sonstige,Weitere Wintersportarten,1
Besen & Stöcke,Weitere Wintersportarten,1
Ersatzköpfe,Weitere Wintersportarten,1
Sonstiges Curling & Eisstockschießen,Weitere Wintersportarten,1
Zubehör,Weitere Wintersportarten,1
Kitesurfen,Weiterer Wassersport,1
Neoprenanzüge,Weiterer Wassersport,1
Schwimmen,Weiterer Wassersport,1
Sonstige,Weiterer Wassersport,1
Wasserski,Weiterer Wassersport,1
Windsurfen,Weiterer Wassersport,1
Bars,Weiterer Wassersport,1
Bekleidung,Weiterer Wassersport,1
Boards,Weiterer Wassersport,1
Sonstige,Weiterer Wassersport,1
Damen,Weiterer Wassersport,1
Herren,Weiterer Wassersport,1
Kinder,Weiterer Wassersport,1
Sonstige,Weiterer Wassersport,1
Bekleidung,Weiterer Wassersport,1
Bindungen,Weiterer Wassersport,1
Boards,Weiterer Wassersport,1
Sonstige,Weiterer Wassersport,1
Boards,Weiterer Wassersport,1
Sonstige,Weiterer Wassersport,1
Board- & Riggbags,Weiterer Wassersport,1
Boards,Weiterer Wassersport,1
Finnen,Weiterer Wassersport,1
Komplettausrüstungen,Weiterer Wassersport,1
Masten & Gabelbäume,Weiterer Wassersport,1
Mastfüße,Weiterer Wassersport,1
Segel,Weiterer Wassersport,1
Surfbekleidung,Weiterer Wassersport,1
Trapeze,Weiterer Wassersport,1
Weiteres Zubehör,Weiterer Wassersport,1
Bekleidung,Wintersport,1
Eislaufen,Wintersport,1
Rodel & Schlitten,Wintersport,1
"Skifahren, Snowboarden & Schneeschuhwandern",Wintersport,1
Sonstige,Wintersport,1
Wintersporttechnik,Wintersport,1
Wintersport-Trainingshilfen,Wintersport,1
Handschuhe & Fäustlinge,Wintersport,1
Hosen,Wintersport,1
"Mäntel, Jacken & Westen",Wintersport,1
Schneebrillen,Wintersport,1
Schutzausrüstung,Wintersport,1
Skianzüge,Wintersport,1
Skimützen,Wintersport,1
Socken,Wintersport,1
Kleider,Wintersport,1
Schlittschuhe,Wintersport,1
Sonstige,Wintersport,1
Teile & Instandhaltung für Schlittschuhe,Wintersport,1
Zubehör,Wintersport,1
Schlitten & Bobs,Wintersport,1
Teile & Instandhaltung,Wintersport,1
Zubehör,Wintersport,1
Bindungen,Wintersport,1
Schneeschuhe,Wintersport,1
Schuhe & Boots,Wintersport,1
Skier,Wintersport,1
Skistöcke,Wintersport,1
Snowboards,Wintersport,1
Sonstige,Wintersport,1
Teile & Instandhaltung,Wintersport,1
Zubehör,Wintersport,1
"Beheizbare Handschuhe, Einlegesohlen & Socken",Wintersport,1
Digitale Skilehrer,Wintersport,1
Digitale Skisimulatoren,Wintersport,1
GPS-Geräte,Wintersport,1
